,datetime,symbol,open,high,low,close,volume,change (%),last day change (%)
0,2024-08-16,NSE:MANCREDIT,132.0,147.12,126.1,145.28,373810.0,,
1,2024-08-19,NSE:MANCREDIT,147.98,169.0,141.0,148.22,469733.0,2.023678414096915,
2,2024-08-20,NSE:MANCREDIT,150.25,151.0,145.0,146.99001,146380.0,-0.8298407772230377,2.023678414096915
3,2024-08-21,NSE:MANCREDIT,148.5,149.69,143.0,145.77,45802.0,-0.8299951813051798,-0.8298407772230377
4,2024-08-22,NSE:MANCREDIT,146.5,154.28,146.49001,151.56,27676.0,3.972010701790486,-0.8299951813051798
5,2024-08-23,NSE:MANCREDIT,150.05,151.8,145.61,146.67,44734.0,-3.2264449722882125,3.972010701790486
6,2024-08-26,NSE:MANCREDIT,148.85001,149.03,145.0,145.62,14597.0,-0.7158928206177017,-3.2264449722882125
7,2024-08-27,NSE:MANCREDIT,147.5,148.8,141.25,146.67999,125278.0,0.7279151215492371,-0.7158928206177017
8,2024-08-28,NSE:MANCREDIT,148.89999,153.12,146.0,147.12,31011.0,0.29997956776517426,0.7279151215492371
9,2024-08-29,NSE:MANCREDIT,148.74001,148.74001,141.3,145.73,29918.0,-0.9448069603045234,0.29997956776517426
10,2024-08-30,NSE:MANCREDIT,147.50999,148.8,145.05,146.64999,10474.0,0.6312976051602366,-0.9448069603045234
11,2024-09-02,NSE:MANCREDIT,148.47,148.47,141.62,144.36,38837.0,-1.5615343717377608,0.6312976051602366
12,2024-09-03,NSE:MANCREDIT,144.99001,147.50999,143.14,143.75,32301.0,-0.42255472430036956,-1.5615343717377608
13,2024-09-04,NSE:MANCREDIT,145.99001,147.89,141.92,142.39,36433.0,-0.9460869565217486,-0.42255472430036956
14,2024-09-05,NSE:MANCREDIT,142.5,145.0,139.99001,140.11,39822.0,-1.601236041856853,-0.9460869565217486
15,2024-09-06,NSE:MANCREDIT,139.05,145.64999,139.05,141.3,29225.0,0.8493326671900633,-1.601236041856853
16,2024-09-09,NSE:MANCREDIT,135.35,147.01,135.35,141.31,30952.0,0.0070771408350961814,0.8493326671900633
17,2024-09-10,NSE:MANCREDIT,142.05,144.6,140.11,141.4,32315.0,0.06368976010190602,0.0070771408350961814
18,2024-09-11,NSE:MANCREDIT,143.05,144.03,138.05,141.12,28699.0,-0.1980198019801988,0.06368976010190602
19,2024-09-12,NSE:MANCREDIT,140.81,144.56,139.99,140.15,31752.0,-0.6873582766439901,-0.1980198019801988
20,2024-09-13,NSE:MANCREDIT,142.18,145.44,140.1,141.66,42429.0,1.0774170531573248,-0.6873582766439901
21,2024-09-16,NSE:MANCREDIT,149.45,150.0,139.13,140.35,45239.0,-0.924749399971765,1.0774170531573248
22,2024-09-17,NSE:MANCREDIT,142.98,142.98,138.01,139.84,30252.0,-0.363377271107938,-0.924749399971765
23,2024-09-18,NSE:MANCREDIT,139.0,154.18,139.0,141.01,99364.0,0.8366704805491901,-0.363377271107938
24,2024-09-19,NSE:MANCREDIT,140.43,144.83,137.79,140.74,52952.0,-0.1914757818594297,0.8366704805491901
25,2024-09-20,NSE:MANCREDIT,141.19,143.99,140.0,140.9,40246.0,0.11368480886741267,-0.1914757818594297
26,2024-09-23,NSE:MANCREDIT,141.0,143.62,138.31,139.96,36641.0,-0.6671398154719643,0.11368480886741267
